Customer Name,Sales,Profit,Orders
Ricardo Sperren,3221.29,633.4513999999999,5
Richard Bierner,2663.0860000000002,477.23990000000003,8
Richard Eichhorn,876.696,209.2294,5
Rick Bensley,4715.466,640.5466,12
Rick Duston,4272.93,480.594,8
Rick Hansen,3621.3759999999997,563.7877,5
Rick Huthwaite,6979.18,1289.4535,6
Rick Reed,3302.2619999999997,721.6826,6
Rick Wilson,7397.401,1586.6273,7
Ritsa Hightower,740.382,0.30570000000000164,2
Rob Beeghly,528.546,76.8879,5
Rob Dowd,2912.8940000000002,734.5158,10
Rob Haberlin,2085.7400000000002,172.6261,3
Rob Lucas,6234.91,488.14840000000004,8
Rob Williams,3279.746,698.8325,9
Robert Barroso,221.084,72.679,5
Robert Dilbeck,2786.632,835.772,5
Robert Marley,5979.0960000000005,1902.5438000000001,5
Robert Waldorf,3495.646,707.5503,5
Roger Barcio,2067.45,243.07549999999998,4
Roger Demir,1419.737,207.3304,10
Roland Fjeld,2341.2960000000003,711.6168,7
Roland Murray,98.35,28.6879,1
Roland Schwarz,4159.7699999999995,1206.3851,8
Rose O'Brian,3815.478,-1262.5716000000002,7
Ross Baird,5633.316000000001,-461.73319999999995,8
Ross DeVincentis,1137.616,318.4625,8
Roy Collins,966.409,63.991400000000006,6
Roy Französisch,945.222,280.0261,8
Roy Phan,2170.716,594.5868,8
Roy Skaria,22.328,9.5838,2
Ruben Ausman,3832.314,1292.8656,7
Ruben Dartt,3133.924,455.5292,9
Russell Applegate,4793.543,304.8673,9
Russell D'Ascenzo,970.9420000000001,35.05740000000001,4
Ryan Akin,1686.9225,-445.695,5
Ryan Crowe,885.752,10.563300000000002,6
Sally Hughsby,3406.8395,558.4739999999999,13
Sally Knutson,883.409,168.7933,3
Sally Matthias,244.49399999999997,-26.5927,4
Sam Craven,3362.9636,-317.0508,5
Sam Zeldin,3625.329,366.43030000000005,11
Sample Company A,4624.572,1011.7443,9
Sandra Flanagan,763.5459999999999,228.1623,7
Sandra Glassco,3406.5809999999997,570.438,3
Sanjit Chand,14142.333999999999,5757.411899999999,9
Sanjit Engle,12209.438000000002,2650.6769,11
Sanjit Jacobs,3949.656,144.1189,12
Saphhira Shifley,1324.028,332.3487,8
Sara Luxemburg,3053.012,527.9715,7
Sarah Bern,1348.02,157.6658,3
Sarah Brown,6410.996,885.4623999999999,6
Sarah Foster,3422.7859999999996,286.9046,9
Sarah Jordon,1341.036,-23.5137,6
Scot Coram,4371.9580000000005,440.14099999999996,4
Scot Wooten,1085.078,-19.60620000000001,7
Scott Cohen,3729.7929999999997,671.0033999999999,8
Scott Williamson,1966.65,332.8725,6
Sean Braxton,8057.891,-2082.7451,7
Sean Christensen,3979.065,229.1617,7
Sean Miller,25043.05,-1980.7393,5
Sean O'Donnell,2602.5755,-81.0858,6
Sean Wendt,1019.044,95.8383,3
Seth Vernon,11470.949999999999,1199.4242,10
Shahid Collister,5992.536,236.66149999999996,9
Shahid Hopkins,2180.718,-144.5229,10
Shahid Shariari,3056.8070000000002,-1010.9738,6
Sharelle Roach,3233.481,-3333.9144,5
Shaun Chance,1874.998,379.5611,7
Shaun Weien,2921.544,793.6548,7
Sheri Gordon,1884.798,-119.0105,8
Shirley Daniels,6121.114,1985.1671999999999,9
Shirley Jackson,1318.776,68.09629999999999,5
Shirley Schmidt,613.4,199.93449999999999,3
Shui Tom,433.34000000000003,84.4419,7
Sibella Parks,1306.086,-118.77570000000001,6
Skye Norling,1860.418,-716.8565000000001,6
Sonia Cooley,902.7280000000001,100.2253,5
Sonia Sunley,418.49,135.5401,6
Speros Goranitis,3124.832,463.269,6
Stefania Perrino,5440.319,-270.42819999999995,9
Stefanie Holloman,2096.392,260.6258,2
Stephanie Phelps,1872.4360000000001,268.4782,9
Stephanie Ulpright,2595.364,763.4719,7
Steve Carroll,1254.64,370.1578,6
Steve Chapman,2576.408,611.8291,10
Steve Nguyen,3127.9592,481.74989999999997,7
Steven Cartwright,5226.21,1276.6513,11
Steven Roelle,4345.8859999999995,1990.4243999999999,8
Steven Ward,758.6959999999999,68.2416,2
Stewart Carmichael,4492.657,-671.1874,7
Stewart Visinsky,4105.305,485.0272,9
Stuart Calhoun,279.25600000000003,51.8252,4
Stuart Van,1271.0900000000001,199.6502,4
Sue Ann Reed,4767.3415,610.1496000000001,10
Sung Chung,280.632,31.1757,2
Sung Pak,4282.94,566.7226,10
Sung Shariari,964.636,-75.586,5
Susan Gilcrest,47.946,-3.7073,3
Susan MacKendrick,1043.041,-237.2885,1
Susan Pistek,3990.689,14.692400000000003,6
Susan Vittorini,1903.491,106.8912,8
Suzanne McNair,5563.392,581.5741999999999,12
Sylvia Foulston,3336.535,539.9352,9
Tamara Chand,19052.218,8981.323900000001,5
Tamara Dahlen,1434.5480000000002,88.1897,9
Tamara Manning,2955.2259999999997,573.3013,8
Tamara Willingham,5278.826,737.3905,7
Tanja Norvell,3130.221,-692.0452,7
Ted Butterfield,1467.881,390.2113,5
Ted Trevino,4915.602,751.9567,7
Thais Sissman,4.833,-3.3156,2
Thea Hendricks,2422.824,-135.2125,5
Thea Hudgings,2942.772,-252.5539,4
Theone Pippenger,4454.0560000000005,1129.1261,9
Theresa Coyne,1038.26,265.5332,1
Theresa Swint,2163.6240000000003,260.87440000000004,6
Thomas Boland,3589.296,829.1635,4
Thomas Brumley,816.1740000000001,179.0038,4
Thomas Seio,5371.09,862.8877,7
Thomas Thornton,1427.0439999999999,278.7371,8
Tiffany House,1022.201,92.729,8
Tim Brockman,1602.376,260.6155,7
Tim Taslimi,439.5,93.9162,3
Toby Braunhardt,2198.45,490.9567,6
Toby Carlisle,4266.812,606.3727,8
Toby Gnade,3058.372,682.1704,5
Toby Ritter,675.9419999999999,220.36440000000002,5
Toby Swindell,974.7819999999999,-184.97889999999998,5
Todd Boyes,834.328,268.967,5
Todd Sumrall,11891.751,2371.7144000000003,6
Tom Ashbrook,14595.62,4703.7883,4
Tom Boeckenhauer,9133.99,2798.3689,7
Tom Prescott,5329.0048,-1087.3898,5
Tom Stivers,2054.14,48.70169999999999,5
Tonja Turnell,5364.808,1124.4999,7
Tony Chapman,1244.976,119.104,9
Tony Molinari,1094.6779999999999,292.52099999999996,3
Tony Sayre,2243.274,11.377899999999983,6
Tracy Blumstein,4737.486,-1603.0451,9
Tracy Collins,742.5580000000001,217.933,7
Tracy Hopkins,4234.0960000000005,-571.9678,7
Tracy Poddar,1936.6399999999999,139.22869999999995,4
Tracy Zic,1707.286,224.8887,4
Troy Blackwell,1387.559,-136.4091,5
Troy Staebel,2820.424,-294.6981,7
Trudy Brown,2797.668,379.882,9
Trudy Glocke,2074.661,365.7205,4
Trudy Schmidt,3368.094,220.91629999999998,5
Valerie Dominguez,6442.254,1617.7874000000002,6
Valerie Mitchum,2454.866,513.5269,7
Valerie Takahito,1736.596,-224.08889999999997,2
Vicky Freymann,847.944,-96.27799999999999,5
Victor Preis,993.9019999999999,205.3888,3
Victoria Brennan,2005.596,371.2398,6
Victoria Pisteka,3360.526,-1018.7768,7
Victoria Wilson,6134.0380000000005,-874.6645,10
Vivek Gonzalez,846.01,143.6268,6
Vivek Grady,427.372,-52.333,5
Vivek Sundaresam,1055.981,-262.8093,4
Vivian Mathis,380.69,116.6373,5
William Brown,6160.102,714.3311,11
Xylona Preis,2374.658,621.23,11
Yana Sorensen,6720.4439999999995,1778.2923,8
Yoseph Carroll,5454.35,1305.629,5
Zuschuss Carroll,8025.707,-1032.1490000000001,13
Zuschuss Donatelli,1493.944,249.1307,5
